shopName,productName,price,oldPrice,discount,weight,zip,available,details,ingredients,productLink,image,nutration,photos,retrive_date
The Wine Shop,Advent Calendar Wine,$49.99,$99.99,50% off,187 ml,Delivery to 94105,N/A,Dreaming of a wine Christmas? Count down to the holiday by sipping your way through different varietals. This limited-edition advent calendar contains two mini bottles each of 12 delicious wines from regions across California. Will you pop open a crisp white? Or perhaps a velvety red blend? Treat yourself and order this merry 24-pack before it sells out!   American Vintners. California. 187 ml.,,https://www.instacart.comhttps://www.instacart.com/store/items/item_24173643132,https://www.instacart.com/assets/domains/product-image/file/large_8966adb4-7b46-4276-953d-13ef68d87943.jpg,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_8966adb4-7b46-4276-953d-13ef68d87943.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_7b12399c-b45e-4112-9ba5-de970af390b5.jpg']",2022-08-19 22:40:33.980832
The Wine Shop,Trio Patio Sippers Wine Variety,$49.99,N/A,N/A,750 ml,Delivery to 94105,N/A,"Kick back, relax, and uncork easy-sipping wines from Europe and California. This flavorful trio includes two savory reds and one refreshing white that are perfect for enjoying during warm weather occasions. Delicious on their own, these award-winning bottles also pair to pizza, cheeses, and grilled meats, chicken, and veggies.    R10071	2018 Primasera Sangiovese Puglia I.G.T. Fans of rich, Italian reds are sure to enjoy silver medal winning 2018 Primasera Sangiovese I.G.T. This Sangiovese was crafted by Castellani, an award-winning family winery that has been producing distinctive wines since 1903. An intense ruby red color in the glass, this harmonious wine opens with a rich bouquet of plum and bramble fruit flavors along with aromas of strawberry, violet, and pepper. Its high acidity and light-moderate tannins complement tomato and meat-based dishes, so this red is a perfect companion to pizza, pasta, and lasagna. Castellani S.p.A. Italy. 12.5% ABV N01307	2020 Lone Cardinal Cabernet Sauvignon  From a line inspired by the majestic bird, platinum medal winning 2020 Lone Cardinal Cabernet Sauvignon offers bold character that stands on its own.  Open it ahead of time to let the aromas and tasting notes of black currant and black cherry take flight. Each sip delivers generous fruit flavor with hints of dried herbs and vanilla wrapped up in a warm, lingering finish. This wine is sure to sing when served with flavorful meals like roast leg of lamb, char-grilled cheeseburgers, vegetable skewers, and truffled brie cheese. Hemispheres. California. 13.8% ABV F09305	2020 Maison Gourmand Cotes du Gascogne Sauvignon Blanc Sip and savor silver medal winning flavor with 2020 Maison Gourmand Sauvignon Blanc. Uniquely fermented in stainless steel tanks, this wine is then aged on fine lees for several months allowing it to develop in flavor and rounded structure. This carefully crafted Sauvignon Blanc exhibits a beautiful emerald color along with notes of exotic fruit and delicate white flowers. Persistent citrus on the palate offers cheek pinching zest you won’t soon forget, especially when this white’s enjoyed chilled. 	 Yvon Mau. France. 12% ABV",,https://www.instacart.comhttps://www.instacart.com/store/items/item_114369872270,https://www.instacart.com/assets/domains/product-image/file/large_9b35f979-044e-4c1c-ad71-ce47a8ede2e8.jpg,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_9b35f979-044e-4c1c-ad71-ce47a8ede2e8.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_b9bb5b52-f587-45d6-a7b9-d1d374fb115c.jpg']",2022-08-19 22:41:09.118152
The Wine Shop,Organic Wine Variety,$75.99,N/A,N/A,750 ml,Delivery to 94105,N/A,"Enjoy a mix of red and white wines made from organic grapes. Full of flavor, this 6-pack offers delicious selections from vineyards in Italy, Spain, and California. You’ll get a taste of juicy, food-friendly reds, like Montepulciano, and fresh, fruity whites including Prosecco. These wines are wonderful sipped on their own and paired with a variety of seasonal dishes.    R09883	2019 Merveille de Vignes Organic Monastrell-Merlot Blend by EthicDrinks Made from organic grapes, 2019 Merveille de Vignes Organic Monastrell-Merlot Blend is a gold medal winner that is as good in the glass as it is good for the Earth. Hailing from Spain, this blend is plump with enticing aromas of plum, black fruits, licorice, and spices lead to a satisfying finish with every sip. Easy-drinking yet elegant, this vegan wine was awarded an impressive 90-point Gold Medal by Andreas Larsson, ranked among the World’s Best Sommeliers. Enjoy alongside spicy meats, beef stir-fry, pizza, pasta, and a variety of cheeses. Ethic Drinks.  Spain. 14.5% ABV R10193	2020 StraBIOrdante Organic Montepulciano d’Abruzzo D.O.C. Enjoy a classic Italian varietal with silver medal winning credentials in 2020 StraBIOrdante Organic Montepulciano, a lovely, medium-bodied red wine. It is made from organic grapes grown in vineyards situated along the Adriatic coast of Italy.  Hints of rich red fruits are underscored with warm, enveloping aromas that call to the senses. On the palate, pronounced fruitiness is met with dried herbs. Strong tannic structure lends a pleasantly persistent finish.  Enjoy with perfect pairings such as lamb kabobs, rich lasagnas, baked salmon, and aged cheeses. Cantina Etrusca. Italy. 13% ABV C01093	2019 Puente de la Vega Racies Organic Garnacha Not sure what would pair best with dinner? Slowly unravel the versatile sweet, salty, and spice flavors of this silver medal winning Organic Spanish Garnacha. On the nose are fresh and floral red fruits, along with sweet and salty spices, bay leaf, and menthol. The notes enter softly and produce a long and fruity finish with well-balanced tannins. Enjoy this 100% organic Garnacha Tintorera on its own or beside fresh vegetables and grilled red meats. Bodega Venta La Vega. Spain. 14.5% ABV R09773	Calvari Organic White Blend  Discover a silver medal winning white wine blend made with organic grapes and dry farmed from the historic wine regions of Northern Italy. This Italian White Blend carries smooth scents of a floral bouquet paired with fruity flavors of peach and apricot. Honey undertones make for a smooth, delicious finish. The wine is also vegan friendly and gluten free. Pair this wine with salads, vegan and vegetarian dishes to poultry with light sauces or grilled fish for a delectable match. Castellani S.p.A. Italy. 12% ABV N01306	2019 Della Flora Organic Chardonnay Discover a classic California take on a popular white varietal in silver medal winning 2019 Della Flora Organic Chardonnay. This dry, medium-bodied white wine is made from organic grapes. A slightly sweet nose hints at this Chardonnay’s rich, voluptuous flavor, bursting with citrus and orchard fruits. Ripe red and yellow apple, pear, lemon, and peach notes mingle. Because it is oak-aged, there are soft vanilla and butterscotch notes on the finish, which is thirst-quenching and smooth. Perfect pairings include rich seafood dishes like lobster. Jenna Wines. California. 13.5% ABV R10266	StraBIOdante Organic Prosecco D.O.C. Unique is an understatement when it comes to multiple award winning StraBIOrdante Organic Prosecco. This Italian Prosecco is elegant and bursting with untraditional flavors crafted to delight. This sparkling Prosecco is clear and bright with a refined perlage. On the nose, this white expresses elegant acacia and banana flower followed by intense notes of apple. On the palate, this bubbling Prosecco is pleasant and harmonious with excellent persistence and good acidity. Enjoy this Italian Prosecco with seafood, savory cheeses, or cured meats.  Corvezzo. Italy. 11.5% ABV",,https://www.instacart.comhttps://www.instacart.com/store/items/item_114370640356,https://www.instacart.com/assets/domains/product-image/file/large_f0d17498-fa83-4259-92f0-7890a13eb3b0.jpg,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_f0d17498-fa83-4259-92f0-7890a13eb3b0.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_7afdd037-4df6-4619-92b8-cb5151727901.jpg']",2022-08-19 22:41:49.423271
The Wine Shop,French Rose Favorites,$75.99,N/A,N/A,750 ml,Delivery to 94105,N/A,"Enjoy warm weather occasions while sipping on fabulous, fruity Rosé! This 6-pack features elegant, award-winning takes on the beloved pink drink from vineyards across France. These wines are wonderful companions to grilled chicken, salads, veggie skewers, shellfish, and more. R10180	2020 Bruno Lafon Grenache Rosé Discover 2020 Bruno Lafon Grenache Rosé, a fresh rosé awarded 94-point Platinum at the 2021 Sommelier Challenge International Wine Competition. This Grenache-driven rosé displays a fruity-floral bouquet, led by citrus fruits and white flowers. Beautifully textured with layers of flavor, its palate offers juicy notes of strawberry and nectarine with yeasty hints of baker’s dough. Enjoy with seafood and shellfish, salads, and light pasta dishes. Bruno Lafon. France. 12.5% ABV R10227	2020 Bernard Magrez Rosé Experience French finesse with multiple award-winning 2020 Bernard Magrez Rosé. Pale pink in color with a lighthearted feel, this rosé is a pleasure to drink. Delicate flavors of raspberry and red fruit join tart notes of gooseberry for a refreshing finish. Made from Grenache grapes, it is dry with moderately high acidity. Enjoy 2020 Bernard Magrez Rosé chilled with crisp vegetable salads as well as grilled fish, chicken, or pork.  Bernard Magrez. France. 12.5% ABV R10221	2020 Le Bosq Vin Rosé A bright and balanced French rosé, 2020 Le Bosq Vin Rosé is the latest gold medal winning vintage in a line of award-winning, customer favorite wines. Enjoy red fruit flavors with hints of grenadine. Raspberry and cranberry notes carry into the palate, which strikes just the right balance between fresh acidity and round structure, leaving a clean finish. Serve with cheese plates, salads, lobster rolls, pizza, and grilled burgers. Le Bosq. France. 12% ABV	 R10228	2020 Le Paon Rosé Languedoc Pour an elegant award-winning wine as statement-making as its namesake bird, the peacock, in 2020 Le Paon Rosé Languedoc. This jubilant French wine reveals delicate notes of red fruits and raspberry, accented with vibrant hints of gooseberry. Made from a blend of Grenache and Syrah grapes, it is dry and well-balanced with pleasant acidity and a refreshing finish.  Enjoy with tacos, fruit salsas, Indian curries, roasted vegetables, and chicken kabobs.  Bernard Magrez. France. 14% ABV  R10179	2020 Racine Rosé Hailing from a French winery nestled near the Mediterranean coastline, 2020 Racine Pays d'Oc Rosé is a fruity, easy-drinking wine with gold medal winning merit. Deliciously fresh and thirst-quenching, this Grenache-Cinsault blend opens with inviting aromas of citrus, white pear, and jasmine. The palate is beautifully layered, displaying rich, ripe flavor notes of fleshy nectarine and delicate biscuit dough. We recommended lively niçoise salads, baked salmon, grilled chicken, charcuterie, and soft cheeses.  Racine. France. 12.5% ABV R10099	2020 Lulu Le Français Rosé Feel whisked away to the sunny French seaside with silver medal winning 2020 Lulu Rosé. Light salmon pink in the glass, this dry, medium-bodied wine is expressive in both aromas and flavors. The nose reveals freshly-picked raspberries and strawberries with hints of delicate florals. The palate is deliciously juicy with tart acidity and a slightly oily length, leaving a thirst-quenching finish. Perfect pairings include grilled chicken and vegetables, light salads, and either raw or cooked seafood. Lulu Le Français. France. 12% ABV",,https://www.instacart.comhttps://www.instacart.com/store/items/item_114369870438,https://www.instacart.com/assets/domains/product-image/file/large_818883c6-478a-41f4-bfa4-88a750b0fd16.jpg,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_818883c6-478a-41f4-bfa4-88a750b0fd16.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_7faf02f1-f07c-492b-947e-9fe2230f693a.jpg']",2022-08-19 22:42:39.243420
The Wine Shop,International Red Blend Favorites Trio,$45.99,N/A,N/A,750 ml,Delivery to 94105,N/A,"Discover rich reds with layers of complexity in this 3-pack, demonstrating how combining different grapes can lead to delicious results. Fans of red wines are sure to enjoy these award-winning blends from vineyards in France, Italy, and Spain. Pair these wines with equally flavorful dishes, from braised beef to lasagna, tapas to charcuterie.    R09758	2019 Les Grandes Caves D'Albret Rouge 2019 Les Grandes d'Albret Rouge is a sensational gold medal winning red blend from Aude, France. This red blend in particular carries pronounced aromas of ripe cherry and blackberry. Its straightforward aromas carry nicely into more elaborate flavors of plum, leather, and vanilla. Pair this bold red blend with roasted veal or meaty, tomato-based pasta. Yvon Mau. France. 12% ABV R10219	2020 Fauno Red Blend Behold the delicious and ever impressive 2020 Fauno Red Blend awarded a 92-point gold medal at the 2021 Sommelier Challenge. Gently aged in American oak casks—adding a subtly sweet-n-toasty vanilla tone to the wine’s luscious black raspberry, blackberry, and strawberry characters—this is a full-bodied and intense red that’s ready for a hearty meal.  Enjoy with garlicky grilled steaks, semi-firm cheeses, or braised lamb shanks. Bodegas Murviedro. Spain. 12.5% ABV R09974	2019 Cala De' Poeti Maremma Toscana D.O.C. A Tuscan favorite with expressive character, 2019 Cala De' Poeti Maremma Toscana D.O.C. is the latest vintage in a line of Platinum Medal-winners. Dry and complex, this ruby red wine is based on the “Super Tuscan” blend, comprised of Sangiovese, Cabernet Sauvignon, and Merlot. It sparkles with intense aromas of fresh fruit. Lively notes of cherry, blackberry, violet, and white chocolate lead to a satisfying finish with soft tannins. Explore with perfect pairings including grilled meats, lasagna, and aged cheeses. Castellani S.p.A. Italy. 13% ABV",,https://www.instacart.comhttps://www.instacart.com/store/items/item_114369867787,https://www.instacart.com/assets/domains/product-image/file/large_46a52439-e408-49f9-a745-f75f53166e14.jpg,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_46a52439-e408-49f9-a745-f75f53166e14.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_a9f6e468-1b5d-41e9-893c-f5a7947528fd.jpg']",2022-08-19 22:43:09.874086
The Wine Shop,Bordeaux Favorites Trio Pack,$45.99,N/A,N/A,750 ml,Delivery to 94105,N/A,"Uncork elegance with this 3-pack of wines from one of the world’s most esteemed regions: Bordeaux, France. Enjoy award-winning takes on the classic red blend with these sumptuous selections, sure to make a statement at any dinner party or special event. Bordeaux reds are prized for their food-friendly nature, pairing well to roasts, grilled meats, savory stews, and a variety of cheeses. R10333	2018 Arnozan Bordeaux Supérieur When searching for a classic red blend that carries both elegance and complexity, we insist you turn to this silver medal winning Arnozan Bordeaux Superieur. Dark red in color, this elegant wine has intense aromas of ripe fruit accented with vanilla and coffee. The balance between fruit and spice notes complements hints of oak from the aging process. The smokiness of white cheddar, grilled steak, or roasted potatoes pairs well with the versatility and complexity of the beautiful Arnozan Bordeaux Supérieur. Producta Vignobles. France. 13.5% ABV R10111	2019 Château du Colombier Bordeaux Rouge Château du Colombier, one of our favorite Bordeaux reds, is on a major hot streak of gold-medal wins (including one for this thrilling new release). It’s…delicious. Mainly Merlot (with a healthy slug of Cabernet Sauvignon), Château du Colombier is filled with inviting characters of red currant and cherry, plus delicate hints of vanilla and spice. Fine-grained tannins round out an elegant structure and frame a long, smooth finish. Whip up a Sunday roast beef dinner or pair with braised beef short ribs. Château du Colombier. France. 14% ABV R10103	2019 Château Haut d'Arzac Bordeaux Rouge Two of France’s most iconic red grapes come together harmoniously in multiple award winning 2019 Château Haut d'Arzac Bordeaux Rouge, a smooth Bordeaux red that satisfies with every sip. Glistening deep ruby red in the glass, this dry, full-bodied French wine greets you with an exuberant nose of rich candied fruits and spices. Blackberries, red fruits, and prunes emerge with pleasant freshness, joined by hints of mocha and licorice. Uncork this with roasted or grilled meats, cheesy casseroles, barbecue chicken pizza, enchiladas, and lentil soup. Yvon Mau. France. 14&% ABV",,https://www.instacart.comhttps://www.instacart.com/store/items/item_114369873128,https://www.instacart.com/assets/domains/product-image/file/large_27f46b29-3b0b-4124-aade-049f7bcd6d0f.jpg,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_27f46b29-3b0b-4124-aade-049f7bcd6d0f.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_2c5e184f-60ba-4f3a-86db-067dba7fa07c.jpg']",2022-08-19 22:43:57.991458
Safeway,The Prisoner Red Blend Red Wine,$87.39,N/A,N/A,750 ml,Delivery to 94105,N/A,"Made with a diverse combination of dark red grapes to bestow distinct quality and character, The Prisoner Red Blend Red Wine is luscious, smooth, and balanced. This California red wine is inspired by the blended wines that were made by Italian immigrants who originally settled in Napa Valley. Crafted with an unlikely mix of zinfandel, cabernet sauvignon, petite sirah, syrah, and merlot, this dark red wine blend features bright aromas of ripe raspberry, vanilla, and coconut. These scents give way to persistent tastes of fresh and dried blackberry and pomegranate with a lingering vanilla flavor. Barrel aging in a combination of old and new, French and American oak barrels brings out the full flavors of this red California wine, making it a great match for grilled meats, especially when they are topped with sweet or tomato-based sauces. Round off a meal with this delicious red wine for a lusciously smooth finish that lingers on the palate. For best taste, store this red wine bottle at room temperature but chill for at least 30 minutes before serving. Please enjoy our wines responsibly. © 2022 The Prisoner Wine Company, Oakville, CA",Red Blend,https://www.instacart.comhttps://www.instacart.com/store/items/item_3344899724,https://www.instacart.com/assets/domains/product-image/file/large_7add90fb-c64e-42ac-a832-cb03773e4bbf.jpeg,"Nutrition Facts , Serving Size ,   , 5 fl oz , Servings Per Container ,   , 5 , Amount Per Serving , Calories ,  130 , % Daily Value , Total Fat ,  0g , 0% , daily value , Sodium ,  5mg , 0% , daily value , Total Carbohydrate ,  4g , 1% , daily value , Protein ,  0g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_7add90fb-c64e-42ac-a832-cb03773e4bbf.jpeg', 'https://www.instacart.com/assets/domains/product-image/file/large_e338f0d9-1d5d-49b5-a14d-15f60438f2cf.jpeg']",2022-08-19 22:46:31.028719
Safeway,Kim Crawford Sauvignon Blanc White Wine,$22.99,N/A,N/A,750 ml,Delivery to 94105,N/A,"Kim Crawford Sauvignon Blanc White Wine is fresh and juicy with ripe, tropical flavors of passion fruit, melon, and stone fruit. Each sip of wine reveals classic Marlborough sauvignon blanc aromas of lifted citrus, tropical fruit, and crushed herbs, along with vibrant acidity and plenty of weight and length on the palate. This New Zealand sauvignon blanc is made with grapes specially selected from vineyards in Marlborough's Wairau Valley and the neighboring Awatere Valley. The climate and fast-draining soil in this region offer winemakers a selection of grapes that deliver the consistently flavorful wine for which Kim Crawford is known. Pair this Kim Crawford white wine with fresh oysters, asparagus, lobster, or a light salad. For optimal taste, refrigerate this sauvignon blanc wine for at least two hours then serve chilled. Make it Amazing with Kim Crawford wine. Please enjoy our wines responsibly. © 2022 Constellation Imports, Rutherford, CA USA",Sauvignon Blanc,https://www.instacart.comhttps://www.instacart.com/store/items/item_182351713,https://www.instacart.com/assets/domains/product-image/file/large_6f1c6081-3bd7-48be-9b14-06f4dffca6a9.jpg,"Nutrition Facts , Serving Size ,   , 5 fl oz , Servings Per Container ,   , 5 , Amount Per Serving , Calories ,  120 , % Daily Value , Total Fat ,  0g , 0% , daily value , Sodium ,  0mg , 0% , daily value , Total Carbohydrate ,  3g , 1% , daily value , Protein ,  0g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_6f1c6081-3bd7-48be-9b14-06f4dffca6a9.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_751cffb2-7706-4538-9af5-b9985a317176.jpg']",2022-08-19 22:47:29.221632
Safeway,Robert Mondavi Pinot Noir Red Wine,$14.94,N/A,N/A,750 ml,Delivery to 94105,N/A,"Robert Mondavi Private Selection Pinot Noir Red Wine is medium bodied with soft tannins and a lingering finish, making it an elegant offering for dinner parties. Fresh flavors of rose petals, strawberry, vibrant cherry and fresh raspberry abound in this pinot noir wine, while hints of Asian spice, sweet tobacco and Madagascar vanilla bean underscore aromas of ripe red cherries and violets. This Robert Mondavi wine is crafted with fruit from California's Central Coast vineyards, where slow ripening in the cool climate by the Pacific Ocean encourages complexity and depth of flavor. The phenomenal grapes produced in the region ultimately create Central Coast wine of the utmost quality, offered by Robert Mondavi Private Selection at a more accessible price. Pair this red table wine with roast meat, poultry or seafood, or serve it at an elegant wine and cheese event. Store this bottle of wine at room temperature, but refrigerate for 30 to 60 minutes before serving at around 60 degrees for optimal taste. Please enjoy our wines responsibly. © 2022 Robert Mondavi Private Selection, Acampo, CA",Pinot Noir,https://www.instacart.comhttps://www.instacart.com/store/items/item_182426871,https://www.instacart.com/assets/domains/product-image/file/large_d6a8ac26-a425-49af-8d3d-62467db05675.jpg,"Nutrition Facts , Serving Size ,   , 5 fl oz , Servings Per Container ,   , 5 , Amount Per Serving , Calories ,  120 , % Daily Value , Total Fat ,  0g , 0% , daily value , Sodium ,  0mg , 0% , daily value , Total Carbohydrate ,  3g , 1% , daily value , Protein ,  0g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_d6a8ac26-a425-49af-8d3d-62467db05675.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_b28685a1-8a99-4033-b253-83fa70a9b846.jpg']",2022-08-19 22:48:09.627474
Safeway,Skinnygirl Margarita,$17.24,N/A,N/A,750 ml,Delivery to 94105,N/A,"Made with blue agave silver tequila with triple sec, natural flavors and caramel color added. Natural flavors. Everyone loves Margaritas, but no one wants the guilt or the calories. That's why I created the Skinnygirl Margarita. Made with natural flavors, blue agave silver tequila, and lightly sweetened with agave nectar. Per 1.5 fluid oz - Average Analysis: Calories 37.3, Carbohydrates 1.7 g, Protein 0 g, Fat 0 g. Skinnygirl Margarita: the margarita you can trust. - Bethenny Frankel. skinnygirlcocktails.com. 12.7% alc/vol (25.4 proof).","Blue Agave Silver Tequila With Triple Sec, Natural Flavors And Caramel Color Added",https://www.instacart.comhttps://www.instacart.com/store/items/item_182599462,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7015c87a-bfc6-429b-bc52-545a252c9205.png,"Nutrition Facts , Serving Size ,   , 1.50 fl oz , Servings Per Container ,   , Amount Per Serving , Calories ,  37.3 , % Daily Value , Total Fat ,  0g , 0% , daily value , Sodium ,  0mg , 0% , daily value , Total Carbohydrate ,  1.7g , 1% , daily value , Protein ,  0g , Percent Daily Values are based on a 2,000 calorie diet.",N/A,2022-08-19 22:49:15.751582
Safeway,Meiomi Pinot Noir Red Wine,$31.04,N/A,N/A,750 ml,Delivery to 94105,N/A,"Meiomi Pinot Noir Red Wine offers unique structure and depth seldom seen in a pinot noir wine. This California wine is carefully crafted with premium grapes from the coastal state's most notable winegrowing regions and aged in French oak barrels, culminating in a beautifully integrated blend that allows the characteristics to enhance and build on each other. With a rich garnet color and a ruby edge, this dark red wine opens with aromas of jammy fruit and toasty oak. Each sip of this Meiomi wine offers expressive dark berry and juicy strawberry flavors accompanied by toasty mocha and vanilla flavors. The silky texture and balanced acidity of this California red wine make it a perfect tabletop companion to thin crust pizza, so enjoy a glass of wine with your favorite slice. This award-winning Meiomi Pinot Noir offers an unrivaled, full-bodied taste with a lengthy finish, no matter the meal. Serve this bottle of wine at your next get-together for an evocative and memorable impression. For optimal enjoyment of this delicious red wine, store this 750 mL wine bottle at room temperature, but chill it for approximately 60 minutes before serving at 55 to 58 degrees. Meiomi Pinot Noir distinguishes itself as an elegant, balanced, and flavor-forward wine unlike any other. Please enjoy our wines responsibly. © 2022 Meiomi Wines, Acampo, CA",Pinot Noir,https://www.instacart.comhttps://www.instacart.com/store/items/item_182606270,https://www.instacart.com/assets/domains/product-image/file/large_a39457c7-457f-4420-8d05-62745330fc8c.png,"Nutrition Facts , Serving Size ,   , 5 fl oz , Servings Per Container ,   , 5 , Amount Per Serving , Calories ,  120 , % Daily Value , Total Fat ,  0g , 0% , daily value , Sodium ,  0mg , 0% , daily value , Total Carbohydrate ,  3g , 1% , daily value , Protein ,  0g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_a39457c7-457f-4420-8d05-62745330fc8c.png', 'https://www.instacart.com/assets/domains/product-image/file/large_8ed02a36-7767-449d-bec2-58aaf6faa5e8.jpg']",2022-08-19 22:50:15.048976
Safeway,The Prisoner Red Blend Red Wine,$87.39,N/A,N/A,750 ml,Delivery to 94105,N/A,"The Prisoner Red Blend Red Wine, made with a diverse combination of dark red grapes to bestow distinct quality and character, is luscious, smooth, and balanced. This California red wine is inspired by the blended wines that were made by Italian immigrants who originally settled in Napa Valley. Crafted with an unlikely mix of zinfandel, cabernet sauvignon, petite sirah, syrah, and merlot, this dark red wine blend features bright aromas of ripe raspberry, vanilla, and coconut. These scents give way to persistent notes of fresh and dried blackberry and pomegranate with a lingering vanilla flavor. Barrel aging in a combination of old and new French and American oak barrels brings out the full flavors of this red California wine, making it a great match for grilled meats, especially when they are topped with sweet or tomato-based sauces. Or enjoy a glass of wine on its own, savoring this delicious red wine's lusciously smooth finish that lingers on the palate. For best taste, store this 750 mL bottle of wine at room temperature, but chill it for at least 30 minutes before serving. Please enjoy our wines responsibly. © 2022 The Prisoner Wine Company, Oakville, CA",Red Blend,https://www.instacart.comhttps://www.instacart.com/store/items/item_182388705,https://www.instacart.com/assets/domains/product-image/file/large_6432fa9e-ecc8-408d-9d37-ee8299f82658.jpg,"Nutrition Facts , Serving Size ,   , 5 fl oz , Servings Per Container ,   , 5 , Amount Per Serving , Calories ,  130 , % Daily Value , Total Fat ,  0g , 0% , daily value , Sodium ,  5mg , 0% , daily value , Total Carbohydrate ,  4g , 1% , daily value , Protein ,  0g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_6432fa9e-ecc8-408d-9d37-ee8299f82658.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_940595d4-0783-4388-af9d-c8d475737f9f.jpg']",2022-08-19 22:50:57.560238
Safeway,Meiomi Pinot Noir Red Wine,$31.04,N/A,N/A,750 ml,Delivery to 94105,N/A,"Meiomi Pinot Noir Red Wine brings you structure and depth seldom seen in a pinot noir wine, thanks to its unique and meticulous aging process. Aged for six months in French oak barrels, this California red wine's juicy strawberry flavor and notes of dark berries and toasted mocha add complexity and depth on the palate. With a rich garnet color and a ruby edge, this pinot noir wine permeates aromas of bright fruit jam, mocha and oak. This California wine owes much of its complexity to its varied upbringing, featuring grapes harvested from Monterey, Santa Barbara and Sonoma. The silky texture and balanced acidity of this Meiomi wine make it a perfect table top companion for dark chocolate or thin crust pizza. Meiomi Pinot Noir offers a full-bodied taste that stays with you for a lengthy finish no matter the meal. It's that unrivaled taste that earned this California red wine 92 points from The Tasting Panel. Bring out this bottle of wine at your next get-together for a lasting impression. Please enjoy our wines responsibly. © 2020 Meiomi Wines, Acampo, CA",Pinot Noir,https://www.instacart.comhttps://www.instacart.com/store/items/item_3345045623,https://www.instacart.com/assets/domains/product-image/file/large_492d7b60-d1dd-4c73-aed1-78784e1e6b3f.jpg,"Nutrition Facts , Serving Size ,   , 5 fl oz , Servings Per Container ,   , 5 , Amount Per Serving , Calories ,  120 , % Daily Value , Total Fat ,  0g , 0% , daily value , Sodium ,  0mg , 0% , daily value , Total Carbohydrate ,  3g , 1% , daily value , Protein ,  0g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_492d7b60-d1dd-4c73-aed1-78784e1e6b3f.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_64cb44b9-6169-472a-a2e6-6217f6cb1882.jpg']",2022-08-19 22:51:26.813151
Safeway,Liquid Light Sauvignon Blanc White Wine,$20.69,N/A,N/A,750 ml,Delivery to 94105,N/A,"Just as a drop of water refracts light into a unique, vibrant spectrum of colors and textures, Liquid Light projects a dazzling range of flavors on the palate – citrus, tropical and orchard fruits with a flash of acidity typical of Washington State’s cool climate. This wine is all about balancing the lively acidity and showing off the fresh fruit of Washington State Sauvignon Blanc. The aroma and palate is full of green pineapple, lime zest, and pink grapefruit. The wine's light texture will show hints or honeydew and a touch of grass.",,https://www.instacart.comhttps://www.instacart.com/store/items/item_1743472781,https://www.instacart.com/assets/domains/product-image/file/large_3c8b8345-b676-4d4c-99e2-2bc6b3e20a39.jpg,"Nutrition Facts , Serving Size ,   , 5.0 Ounce , Servings Per Container ,   , Amount Per Serving , Calories ,  95 , % Daily Value , Total Fat ,  0g , 0% , daily value , Total Carbohydrate ,  2.8g , 1% , daily value , Protein ,  0g , Percent Daily Values are based on a 2,000 calorie diet.","['https://www.instacart.com/assets/domains/product-image/file/large_3c8b8345-b676-4d4c-99e2-2bc6b3e20a39.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_d99959eb-a905-4322-bb4d-039bc937aba8.jpg']",2022-08-19 22:51:51.588323
